School_code,School_name,Postcode,School_subtype,ICSEA_value,LBOTE_pct,Indigenous_pct,FOEI_Value,LGA,SA4,AECG_region,Local_health_district,Latitude,Longitude,Cluster
8501,Moorebank High School,2170,Year 7 to Year 12,1027.0,83.0,1.0,83.0,Liverpool,Sydney - South West,Metropolitan South West,South Western Sydney,-33.925772,150.958685,2
8521,Elderslie High School,2567,Year 7 to Year 12,992.0,20.0,6.0,104.0,Camden,Sydney - Outer South West,Dharawal,South Western Sydney,-34.052603,150.715295,1
8532,Leumeah High School,2560,Year 7 to Year 12,956.0,43.0,8.0,120.0,Campbelltown (NSW),Sydney - Outer South West,Dharawal,South Western Sydney,-34.054339,150.84737,1
8535,Concord High School,2137,Year 7 to Year 12,1071.0,69.0,2.0,50.0,Canada Bay,Sydney - Inner West,Metropolitan South West,Sydney,-33.864062,151.109271,0
8550,Fairfield High School,2165,Year 7 to Year 12,889.0,94.0,1.0,182.0,Fairfield,Sydney - South West,Metropolitan South West,South Western Sydney,-33.865214,150.958647,2
8551,Sarah Redfern High School,2566,Year 7 to Year 12,941.0,67.0,11.0,131.0,Campbelltown (NSW),Sydney - Outer South West,Metropolitan South West,South Western Sydney,-34.026782,150.85088,2
8553,Macquarie Fields High School,2564,Year 7 to Year 12,1065.0,85.0,2.0,46.0,Campbelltown (NSW),Sydney - Outer South West,Metropolitan South West,South Western Sydney,-33.996784,150.884901,0
8560,Prairiewood High School,2176,Year 7 to Year 12,980.0,86.0,1.0,124.0,Fairfield,Sydney - South West,Metropolitan South West,South Western Sydney,-33.85948,150.901709,2
8564,Holsworthy High School,2173,Year 7 to Year 12,990.0,38.0,7.0,106.0,Liverpool,Sydney - South West,Metropolitan South West,South Western Sydney,-33.955528,150.95232,1
8569,Eagle Vale High School,2558,Year 7 to Year 12,921.0,48.0,8.0,160.0,Campbelltown (NSW),Sydney - Outer South West,Dharawal,South Western Sydney,-34.039942,150.803543,2
8570,Ambarvale High School,2560,Year 7 to Year 12,919.0,35.0,15.0,149.0,Campbelltown (NSW),Sydney - Outer South West,Dharawal,South Western Sydney,-34.099984,150.801938,1
8575,Robert Townson High School,2566,Year 7 to Year 12,956.0,48.0,7.0,125.0,Campbelltown (NSW),Sydney - Outer South West,Metropolitan South West,South Western Sydney,-34.01533,150.817995,2
8582,Bossley Park High School,2176,Year 7 to Year 12,969.0,82.0,1.0,129.0,Fairfield,Sydney - South West,Metropolitan South West,South Western Sydney,-33.870958,150.875379,2
8584,Elizabeth Macarthur High School,2567,Year 7 to Year 12,1012.0,36.0,5.0,89.0,Camden,Sydney - Outer South West,Dharawal,South Western Sydney,-34.057072,150.740091,0
8476,Casula High School,2170,Year 7 to Year 12,960.0,78.0,4.0,132.0,Liverpool,Sydney - South West,Metropolitan South West,South Western Sydney,-33.95123,150.8937,2
8150,Katoomba High School,2780,Year 7 to Year 12,1041.0,16.0,7.0,68.0,Blue Mountains,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.727402,150.314399,0
8224,Blacktown Girls High School,2148,Year 7 to Year 12,1045.0,89.0,2.0,68.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.761976,150.910792,0
8231,Seven Hills High School,2147,Year 7 to Year 12,967.0,19.0,7.0,125.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.762705,150.94487,1
8244,Blacktown Boys High School,2148,Year 7 to Year 12,1051.0,89.0,2.0,54.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.762057,150.912543,0
8268,Glenwood High School,2768,Year 7 to Year 12,1078.0,64.0,1.0,41.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.733029,150.937429,0
8291,Rouse Hill High School,2155,Year 7 to Year 12,1059.0,50.0,1.0,55.0,The Hills,Sydney - Baulkham Hills and Hawkesbury,Metropolitan West,Western Sydney,-33.6864,150.9317,0
8383,Nepean Creative and Performing Arts High School,2750,Year 7 to Year 12,997.0,13.0,8.0,97.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.747745,150.668882,1
8385,Greystanes High School,2145,Year 7 to Year 12,1005.0,61.0,3.0,101.0,Cumberland,Sydney - Parramatta,Metropolitan West,Western Sydney,-33.812495,150.940352,2
8399,Doonside High School,2767,Year 7 to Year 12,907.0,49.0,17.0,146.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.754708,150.874186,1
8403,Mitchell High School,2148,Year 7 to Year 12,973.0,58.0,6.0,115.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.784795,150.915971,2
8420,Evans High School,2148,Year 7 to Year 12,951.0,72.0,5.0,135.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.786512,150.889725,2
8458,Kingswood High School,2747,Year 7 to Year 12,950.0,29.0,15.0,124.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.770416,150.715263,1
8464,Baulkham Hills High School,2153,Year 7 to Year 12,1194.0,94.0,0.0,0.0,The Hills,Sydney - Baulkham Hills and Hawkesbury,Metropolitan West,Western Sydney,-33.750227,150.991499,0
8477,Kellyville High School,2155,Year 7 to Year 12,1075.0,51.0,2.0,49.0,The Hills,Sydney - Baulkham Hills and Hawkesbury,Metropolitan West,Western Sydney,-33.707777,150.969921,0
8500,Girraween High School,2145,Year 7 to Year 12,1191.0,97.0,0.0,0.0,Cumberland,Sydney - Parramatta,Metropolitan West,Western Sydney,-33.79989,150.944577,0
8552,Crestwood High School,2153,Year 7 to Year 12,1091.0,56.0,1.0,37.0,The Hills,Sydney - Baulkham Hills and Hawkesbury,Metropolitan West,Western Sydney,-33.743607,150.975672,0
8559,Jamison High School,2750,Year 7 to Year 12,969.0,15.0,10.0,115.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.775335,150.698118,1
8565,Hawkesbury High School,2756,Year 7 to Year 12,947.0,6.0,13.0,119.0,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Metropolitan West,Nepean Blue Mountains,-33.559541,150.798039,1
8571,St Clair High School,2759,Year 7 to Year 12,950.0,36.0,8.0,130.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.794217,150.786794,1
8822,Macarthur Girls High School,2150,Year 7 to Year 12,1058.0,92.0,15.594132029339853,56.0,Parramatta,Sydney - Parramatta,Metropolitan West,Western Sydney,-33.813086,151.012499,0
8892,Arthur Phillip High School,2150,Year 7 to Year 12,982.0,92.0,1.0,113.0,Parramatta,Sydney - Parramatta,Metropolitan West,Western Sydney,-33.816386,151.007364,2
8135,Parramatta High School,2150,Year 7 to Year 12,1121.0,97.0,15.594132029339853,10.0,Parramatta,Sydney - Parramatta,Metropolitan West,Western Sydney,-33.817883,150.996083,0
8163,Penrith High School,2750,Year 7 to Year 12,1174.0,93.0,15.594132029339853,0.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.756721,150.706537,0
8178,Richmond High School,2753,Year 7 to Year 12,967.0,19.0,14.0,115.0,Hawkesbury,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.600535,150.746715,1
8229,Northmead Creative and Performing Arts High School,2152,Year 7 to Year 12,1050.0,54.0,2.0,63.0,Parramatta,Sydney - Parramatta,Metropolitan West,Western Sydney,-33.788092,150.999661,0
8276,Glenmore Park High School,2745,Year 7 to Year 12,974.0,13.0,8.0,115.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.791012,150.672564,1
8395,Pendle Hill High School,2145,Year 7 to Year 12,978.0,66.0,5.0,111.0,Parramatta,Sydney - Parramatta,Metropolitan West,Western Sydney,-33.793877,150.962194,2
8396,Windsor High School,2756,Year 7 to Year 12,923.0,12.0,19.0,135.0,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Metropolitan West,Nepean Blue Mountains,-33.618653,150.833554,1
8412,The Hills Sports High School,2147,Year 7 to Year 12,962.0,43.0,8.0,120.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.782184,150.938834,1
8443,Colyton High School,2760,Year 7 to Year 12,912.0,38.0,11.0,151.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.777602,150.797336,1
8446,Springwood High School,2776,Year 7 to Year 12,1026.0,12.0,6.0,78.0,Blue Mountains,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.685057,150.550608,1
8499,Model Farms High School,2153,Year 7 to Year 12,1071.0,43.0,1.0,53.0,The Hills,Sydney - Baulkham Hills and Hawkesbury,Metropolitan West,Western Sydney,-33.76943,150.971394,0
8514,Plumpton High School,2761,Year 7 to Year 12,953.0,57.0,10.0,124.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.748126,150.835498,2
8516,Cambridge Park High School,2747,Year 7 to Year 12,917.0,20.0,16.0,143.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.752164,150.732892,1
8522,Blaxland High School,2774,Year 7 to Year 12,1064.0,11.0,4.0,56.0,Blue Mountains,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.754247,150.60859,0
8526,Colo High School,2754,Year 7 to Year 12,1007.0,8.0,7.0,89.0,Hawkesbury,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.569359,150.708204,1
8528,Chifley College Bidwill Campus,2770,Year 7 to Year 12,865.0,45.0,24.0,176.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.733854,150.827271,1
8573,Winmalee High School,2777,Year 7 to Year 12,1049.0,7.0,5.0,65.0,Blue Mountains,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.676047,150.615138,0
8580,Cranebrook High School,2749,Year 7 to Year 12,915.0,15.0,21.0,140.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.721662,150.709812,1
8590,Erskine Park High School,2759,Year 7 to Year 12,973.0,29.0,7.0,117.0,Penrith,Sydney - Outer West and Blue Mountains,Metropolitan West,Nepean Blue Mountains,-33.807899,150.802962,1
8594,Quakers Hill High School,2763,Year 7 to Year 12,1012.0,38.0,4.0,85.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.729813,150.89645,0
8905,Cumberland High School,2118,Year 7 to Year 12,1055.0,77.0,1.0,59.0,Parramatta,Sydney - Parramatta,Metropolitan West,Western Sydney,-33.785205,151.036898,0
8907,Riverstone High School,2765,Year 7 to Year 12,962.0,43.0,11.0,112.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.678883,150.875744,1
8908,Rooty Hill High School,2766,Year 7 to Year 12,962.0,58.0,5.0,124.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.770841,150.838148,2
8235,James Ruse Agricultural High School,2118,Year 7 to Year 12,1226.0,97.0,0.0,0.0,Parramatta,Sydney - Parramatta,Metropolitan West,Western Sydney,-33.780624,151.043204,0
2528,Merriwa Central School,2329,Kindergarten to Year 12,870.0,31.878934624697337,23.0,145.0,Upper Hunter,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.145113,150.352867,1
8127,Maitland Grossmann High School,2323,Year 7 to Year 12,970.0,7.0,12.0,105.0,Maitland,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.743453,151.591504,1
8177,Kurri Kurri High School,2327,Year 7 to Year 12,902.0,3.0,23.0,148.0,Cessnock,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.810142,151.486294,1
8233,Hunter Sports High School,2290,Year 7 to Year 12,946.0,6.0,23.0,119.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.985494,151.691142,1
8278,Wadalba Community School,2259,Kindergarten to Year 12,946.0,9.0,15.0,123.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.264769,151.467432,1
8390,Whitebridge High School,2290,Year 7 to Year 12,1021.0,10.0,9.0,77.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.972025,151.712234,1
8409,Scone High School,2337,Year 7 to Year 12,906.0,5.0,24.0,129.0,Upper Hunter,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.05813,150.873111,1
8411,West Wallsend High School,2286,Year 7 to Year 12,933.0,5.0,17.0,126.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.910565,151.581083,1
8439,Francis Greenway High School,2322,Year 7 to Year 12,914.0,4.0,19.0,146.0,Maitland,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.79698,151.66077,1
8467,Henry Kendall High School,2250,Year 7 to Year 12,1025.0,24.0,6.0,78.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.420757,151.334496,0
8472,Dungog High School,2420,Year 7 to Year 12,954.0,2.0,14.0,114.0,Dungog,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.396819,151.750417,1
8515,Gorokan High School,2263,Year 7 to Year 12,931.0,8.0,18.0,137.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.242182,151.508233,1
8533,Terrigal High School,2260,Year 7 to Year 12,1040.0,10.0,6.0,70.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.442167,151.429342,0
8574,Mount View High School,2325,Year 7 to Year 12,912.0,3.0,22.0,138.0,Cessnock,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.827955,151.333246,1
8585,Kincumber High School,2251,Year 7 to Year 12,1030.0,7.0,7.0,72.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.464894,151.382516,1
8591,Narara Valley High School,2250,Year 7 to Year 12,979.0,11.0,11.0,109.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.398422,151.334064,1
8903,Cardiff High School,2285,Year 7 to Year 12,977.0,9.0,16.0,106.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.951363,151.670299,1
8909,Toronto High School,2283,Year 7 to Year 12,963.0,5.0,17.0,113.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-33.008794,151.582022,1
8108,Cessnock High School,2325,Year 7 to Year 12,884.0,2.0,24.0,156.0,Cessnock,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.842954,151.368528,1
8115,Gosford High School,2250,Year 7 to Year 12,1144.0,57.0,1.0,15.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.417183,151.341388,0
8126,Maitland High School,2323,Year 7 to Year 12,942.0,7.0,17.0,125.0,Maitland,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.747365,151.597333,1
8164,Muswellbrook High School,2333,Year 7 to Year 12,880.0,5.0,27.0,153.0,Muswellbrook,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.268737,150.897592,1
8166,Wyong High School,2259,Year 7 to Year 12,944.0,11.0,14.0,130.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.281328,151.417918,1
8202,Singleton High School,2330,Year 7 to Year 12,910.0,7.0,24.0,139.0,Singleton,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.569684,151.177593,1
8203,Belmont High School,2280,Year 7 to Year 12,968.0,5.0,13.0,117.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-33.027147,151.660114,1
8210,Lake Macquarie High School,2284,Year 7 to Year 12,913.0,5.0,21.0,143.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.975553,151.613863,1
8219,Hunter River High School,2324,Year 7 to Year 12,912.0,5.0,22.0,138.0,Port Stephens,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.781835,151.732798,1
8279,Lake Munmorah High School,2259,Year 7 to Year 12,938.0,7.0,15.0,126.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.189743,151.573699,1
8292,Kariong Mountains High School,2250,Year 7 to Year 12,975.0,11.0,10.0,109.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.43039,151.296076,1
8389,Swansea High School,2281,Year 7 to Year 12,974.0,4.0,13.0,109.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-33.104232,151.639823,1
8405,Erina High School,2250,Year 7 to Year 12,992.0,13.0,8.0,96.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.440279,151.381503,1
8413,Morisset High School,2264,Year 7 to Year 12,926.0,9.0,20.0,132.0,Lake Macquarie,Newcastle and Lake Macquarie,Central Coast,Hunter New England,-33.104657,151.486629,1
8423,Kotara High School,2289,Year 7 to Year 12,1057.0,10.0,5.0,56.0,Newcastle,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.947137,151.706868,0
8440,Warners Bay High School,2282,Year 7 to Year 12,1052.0,6.0,4.0,69.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.967703,151.653691,0
8465,Tuggerah Lakes Secondary College The Entrance Campus,2261,Year 11 to Year 12,981.0,8.0,13.0,97.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.371256,151.476613,1
8466,Glendale Technology High School,2285,Year 7 to Year 12,949.0,7.0,14.0,124.0,Lake Macquarie,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.925928,151.642938,1
8482,Lambton High School,2299,Year 7 to Year 12,1054.0,19.0,6.0,61.0,Newcastle,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.917918,151.722034,0
8502,Tomaree High School,2317,Year 7 to Year 12,974.0,7.0,10.0,110.0,Port Stephens,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.735884,152.1122,1
8509,Newcastle High School,2303,Year 7 to Year 12,1032.0,13.0,11.0,71.0,Newcastle,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.931677,151.758378,0
8510,Merewether High School,2303,Year 7 to Year 12,1199.0,32.0,2.0,4.0,Newcastle,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.929684,151.734749,0
8547,Northlakes High School,2262,Year 7 to Year 12,916.0,6.0,18.0,148.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.216762,151.513395,1
8562,Irrawang High School,2324,Year 7 to Year 12,934.0,4.0,18.0,133.0,Port Stephens,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.761513,151.766861,1
8572,Rutherford Technology High School,2320,Year 7 to Year 12,917.0,6.0,19.0,138.0,Maitland,Hunter Valley exc Newcastle,Hunter,Hunter New England,-32.711235,151.531424,1
8819,Hunter School of Performing Arts,2292,Kindergarten to Year 12,1080.0,11.0,5.0,42.0,Newcastle,Newcastle and Lake Macquarie,Hunter,Hunter New England,-32.924826,151.727614,0
1886,Evans River Community School,2473,Kindergarten to Year 12,952.0,5.0,16.0,113.0,Richmond Valley,Richmond - Tweed,Upper North Coast,Northern NSW,-29.113492,153.424683,1
1921,Lord Howe Island Central School,2898,Kindergarten to Year 12,1019.0,30.0,0.0,52.0,Unincorporated NSW,Mid North Coast,Lower North Coast,Far West,-31.530072,159.069032,0
1290,Bonalbo Central School,2469,Kindergarten to Year 12,834.0,12.0,26.0,174.0,Kyogle,Richmond - Tweed,Upper North Coast,Northern NSW,-28.735472,152.623959,1
1336,Bowraville Central School,2449,Kindergarten to Year 12,844.0,5.0,34.0,157.0,Nambucca Valley,Mid North Coast,Lower North Coast,Mid North Coast,-30.645289,152.853898,1
1402,Bulahdelah Central School,2423,Kindergarten to Year 12,911.0,6.0,18.0,141.0,Mid-Coast,Mid North Coast,Manning,Hunter New England,-32.413374,152.211848,1
8544,Lisarow High School,2250,Year 7 to Year 12,1013.0,10.0,7.0,86.0,Central Coast (NSW),Central Coast,Central Coast,Central Coast,-33.385327,151.370354,1
8109,Coffs Harbour High School,2450,Year 7 to Year 12,958.0,22.0,12.0,110.0,Coffs Harbour,Coffs Harbour - Grafton,Lower North Coast,Mid North Coast,-30.305319,153.135846,1
8129,Murwillumbah High School,2484,Year 7 to Year 12,964.0,6.0,12.0,120.0,Tweed,Richmond - Tweed,Upper North Coast,Northern NSW,-28.336032,153.391648,1
8140,Taree High School,2430,Year 7 to Year 12,923.0,4.0,23.0,125.0,Mid-Coast,Mid North Coast,Manning,Hunter New England,-31.909866,152.46386,1
8154,Casino High School,2470,Year 7 to Year 12,888.0,5.0,30.0,140.0,Richmond Valley,Richmond - Tweed,Upper North Coast,Northern NSW,-28.845167,153.0437,1
8162,Macksville High School,2447,Year 7 to Year 12,935.0,4.0,17.0,118.0,Nambucca Valley,Mid North Coast,Lower North Coast,Mid North Coast,-30.714945,152.91701,1
8214,"The Rivers Secondary College, Richmond River High Campus",2480,Year 7 to Year 12,963.0,7.0,16.0,107.0,Lismore,Richmond - Tweed,Upper North Coast,Northern NSW,-28.820846,153.296953,1
8258,Bellingen High School,2454,Year 7 to Year 12,1012.0,7.0,9.0,80.0,Bellingen,Coffs Harbour - Grafton,Lower North Coast,Mid North Coast,-30.455123,152.908442,1
8280,Camden Haven High School,2443,Year 7 to Year 12,955.0,3.0,15.0,117.0,Port Macquarie-Hastings,Mid North Coast,Manning,Mid North Coast,-31.639394,152.73608,1
8282,Banora Point High School,2486,Year 7 to Year 12,963.0,8.0,12.0,114.0,Tweed,Richmond - Tweed,Upper North Coast,Northern NSW,-28.215457,153.525324,1
8371,Gloucester High School,2422,Year 7 to Year 12,944.0,2.0,13.0,124.0,Mid-Coast,Mid North Coast,Manning,Hunter New England,-32.016661,151.959556,1
8414,Chatham High School,2430,Year 7 to Year 12,821.0,4.0,45.0,168.0,Mid-Coast,Mid North Coast,Manning,Hunter New England,-31.89577,152.480875,3
8453,Dorrigo High School,2453,Year 7 to Year 12,968.0,16.0,15.594132029339853,108.0,Bellingen,Coffs Harbour - Grafton,Lower North Coast,Mid North Coast,-30.339222,152.705492,1
8520,"The Rivers Secondary College, Kadina High Campus",2480,Year 7 to Year 12,884.0,6.0,34.0,142.0,Lismore,Richmond - Tweed,Upper North Coast,Northern NSW,-28.81788,153.33864,1
8527,Toormina High School,2452,Year 7 to Year 12,944.0,5.0,19.0,120.0,Coffs Harbour,Coffs Harbour - Grafton,Lower North Coast,Mid North Coast,-30.351016,153.084399,1
8548,Woolgoolga High School,2456,Year 7 to Year 12,966.0,16.0,15.0,105.0,Coffs Harbour,Coffs Harbour - Grafton,Lower North Coast,Mid North Coast,-30.100448,153.190225,1
3491,Woodenbong Central School,2476,Kindergarten to Year 12,836.0,31.878934624697337,43.0,152.0,Kyogle,Richmond - Tweed,Upper North Coast,Northern NSW,-28.389728,152.610148,3
8579,Kingscliff High School,2487,Year 7 to Year 12,993.0,7.0,12.0,91.0,Tweed,Richmond - Tweed,Upper North Coast,Northern NSW,-28.266568,153.570474,1
1066,Ashford Central School,2361,Kindergarten to Year 12,828.0,31.878934624697337,45.0,159.0,Inverell,New England and North West,North Western 2,Hunter New England,-29.321262,151.094638,3
2751,Nimbin Central School,2480,Kindergarten to Year 12,944.0,18.0,19.0,126.0,Lismore,Richmond - Tweed,Upper North Coast,Northern NSW,-28.595871,153.220891,1
1838,Emmaville Central School,2371,Kindergarten to Year 12,863.0,31.878934624697337,27.0,156.0,Glen Innes Severn,New England and North West,North Western 2,Hunter New England,-29.446152,151.601669,1
8117,Grafton High School,2460,Year 7 to Year 12,941.0,4.0,18.0,118.0,Clarence Valley,Coffs Harbour - Grafton,Upper North Coast,Northern NSW,-29.682105,152.932509,1
8123,Kempsey High School,2440,Year 7 to Year 12,854.0,3.0,39.0,152.0,Kempsey,Mid North Coast,Lower North Coast,Mid North Coast,-31.06806,152.824202,3
8124,"The Rivers Secondary College, Lismore High Campus",2480,Year 7 to Year 12,949.0,8.0,20.0,119.0,Lismore,Richmond - Tweed,Upper North Coast,Northern NSW,-28.820823,153.297294,1
2675,Mungindi Central School,2406,Kindergarten to Year 12,783.0,45.0,60.0,152.0,Moree Plains,New England and North West,North Western 1,Hunter New England,-28.9802,148.99085,3
8173,Wauchope High School,2446,Year 7 to Year 12,904.0,2.0,22.0,141.0,Port Macquarie-Hastings,Mid North Coast,Lower North Coast,Mid North Coast,-31.450894,152.731158,1
8189,Kyogle High School,2474,Year 7 to Year 12,928.0,4.0,14.0,134.0,Kyogle,Richmond - Tweed,Upper North Coast,Northern NSW,-28.625772,153.001529,1
8193,Mullumbimby High School,2482,Year 7 to Year 12,1014.0,14.0,8.0,80.0,Byron,Richmond - Tweed,Upper North Coast,Northern NSW,-28.558569,153.494604,1
8195,Ballina Coast High School,2478,Year 7 to Year 12,962.0,8.0,18.0,109.0,Ballina,Richmond - Tweed,Upper North Coast,Northern NSW,-28.866603,153.565058,1
8362,Maclean High School,2463,Year 7 to Year 12,957.0,4.0,16.0,107.0,Clarence Valley,Coffs Harbour - Grafton,Upper North Coast,Northern NSW,-29.46644,153.20149,1
8364,"Hastings Secondary College, Port Macquarie Campus",2444,Year 7 to Year 12,962.0,7.0,16.0,103.0,Port Macquarie-Hastings,Mid North Coast,Lower North Coast,Mid North Coast,-31.433295,152.92069,1
8370,Tweed River High School,2486,Year 7 to Year 12,940.0,12.0,20.0,123.0,Tweed,Richmond - Tweed,Upper North Coast,Northern NSW,-28.195651,153.541012,1
8391,Wingham High School,2429,Year 7 to Year 12,932.0,4.0,16.0,128.0,Mid-Coast,Mid North Coast,Manning,Hunter New England,-31.867397,152.382261,1
8406,South Grafton High School,2460,Year 7 to Year 12,886.0,2.0,28.0,143.0,Clarence Valley,Coffs Harbour - Grafton,Upper North Coast,Northern NSW,-29.714229,152.929362,1
8469,Orara High School,2450,Year 7 to Year 12,889.0,16.0,24.0,140.0,Coffs Harbour,Coffs Harbour - Grafton,Lower North Coast,Mid North Coast,-30.282811,153.112879,1
8554,"Hastings Secondary College, Westport Campus",2444,Year 7 to Year 12,932.0,5.0,21.0,123.0,Port Macquarie-Hastings,Mid North Coast,Lower North Coast,Mid North Coast,-31.435345,152.895386,1
8566,Melville High School,2440,Year 7 to Year 12,864.0,4.0,39.0,143.0,Kempsey,Mid North Coast,Lower North Coast,Mid North Coast,-31.09002,152.825104,1
